,Date,Open,High,Low,Close,Adj Close,Volume,Date,Open,High,Low,Close,Adj Close,Volume,Date,Open,High,Low,Close,Adj Close,Volume,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-10-17,39.40999984741211,39.678001403808594,38.400001525878906,38.79199981689453,38.79199981689453,22770500,2016-10-17,821.5,822.0,811.6799926757812,812.9500122070312,812.9500122070312,3361500,2016-10-17,65.9800033569336,66.5999984741211,65.5199966430664,65.61000061035156,64.73526000976562,4883200,2016-10-17,29.332500457763672,29.459999084472656,29.19499969482422,29.387500762939453,27.73805046081543,94499600
1,2016-10-18,39.198001861572266,39.89400100708008,38.652000427246094,39.81999969482422,39.81999969482422,28402500,2016-10-18,822.1099853515625,823.260009765625,815.02001953125,817.6500244140625,817.6500244140625,2512500,2016-10-18,66.5199966430664,66.98999786376953,66.25,66.61000061035156,65.72193145751953,6734300,2016-10-18,29.545000076293945,29.552499771118164,29.362499237060547,29.36750030517578,27.71917724609375,98214000
2,2016-10-19,39.948001861572266,41.332000732421875,39.61199951171875,40.71200180053711,40.71200180053711,34956000,2016-10-19,820.4000244140625,820.6699829101562,815.1699829101562,817.6900024414062,817.6900024414062,2090700,2016-10-19,66.16000366210938,66.77999877929688,65.81999969482422,66.47000122070312,65.58378601074219,4976500,2016-10-19,29.3125,29.440000534057617,28.450000762939453,29.280000686645508,27.636587142944336,80138400
3,2016-10-20,40.42399978637695,40.599998474121094,39.40999984741211,39.81999969482422,39.81999969482422,25364500,2016-10-20,813.989990234375,815.7100219726562,803.0999755859375,810.3200073242188,810.3200073242188,3152000,2016-10-20,67.25,67.94999694824219,66.30000305175781,67.7300033569336,66.82699584960938,7802100,2016-10-20,29.21500015258789,29.344999313354492,29.082500457763672,29.264999389648438,27.622434616088867,96503200
4,2016-10-21,39.720001220703125,40.31399917602539,39.481998443603516,40.018001556396484,40.018001556396484,14717000,2016-10-21,809.3599853515625,819.4199829101562,809.0,818.989990234375,818.989990234375,2793000,2016-10-21,67.48999786376953,67.66000366210938,66.9000015258789,67.54000091552734,66.63953399658203,6987700,2016-10-21,29.202499389648438,29.227500915527344,29.06999969482422,29.149999618530273,27.513885498046875,92770800
5,2016-10-24,40.20000076293945,40.790000915527344,40.04999923706055,40.551998138427734,40.551998138427734,13758000,2016-10-24,824.9500122070312,838.2999877929688,822.2100219726562,838.0900268554688,838.0900268554688,4060900,2016-10-24,68.0,70.79000091552734,67.98999786376953,70.70999908447266,69.76725006103516,8495900,2016-10-24,29.274999618530273,29.434999465942383,29.25,29.412500381469727,27.76165008544922,94154800
6,2016-10-25,40.58000183105469,40.9379997253418,40.2400016784668,40.46799850463867,40.46799850463867,12225000,2016-10-25,839.2999877929688,843.0900268554688,833.219970703125,835.1799926757812,835.1799926757812,3248400,2016-10-25,70.58999633789062,72.30000305175781,70.25,71.87000274658203,70.91182708740234,9936500,2016-10-25,29.487499237060547,29.59000015258789,29.327499389648438,29.5625,27.903230667114258,192516000
7,2016-10-26,40.20000076293945,40.63800048828125,40.02000045776367,40.448001861572266,40.448001861572266,28164000,2016-10-26,832.760009765625,833.4400024414062,820.0,822.5900268554688,822.5900268554688,3998100,2016-10-26,71.2699966430664,72.94999694824219,71.19999694824219,72.16000366210938,71.19793701171875,8344800,2016-10-26,28.577499389648438,28.924999237060547,28.327499389648438,28.897499084472656,27.275554656982422,264536800
8,2016-10-27,42.268001556396484,42.7400016784668,40.33000183105469,40.801998138427734,40.801998138427734,65468500,2016-10-27,831.239990234375,831.719970703125,815.4299926757812,818.3599853515625,818.3599853515625,7406400,2016-10-27,72.70999908447266,72.8499984741211,70.38999938964844,70.68000030517578,69.73766326904297,9716600,2016-10-27,28.84749984741211,28.96500015258789,28.524999618530273,28.6200008392334,27.013629913330078,138248000
9,2016-10-28,40.79999923706055,41.06399917602539,39.965999603271484,39.99399948120117,39.99399948120117,21400500,2016-10-28,782.0,789.489990234375,774.6099853515625,776.3200073242188,776.3200073242188,10841100,2016-10-28,71.0199966430664,72.0999984741211,70.43000030517578,70.55999755859375,69.61927032470703,7271400,2016-10-28,28.467500686645508,28.802499771118164,28.362499237060547,28.43000030517578,26.834291458129883,151446800
10,2016-10-31,40.49800109863281,40.49800109863281,39.1619987487793,39.54600143432617,39.54600143432617,23461500,2016-10-31,781.030029296875,793.7000122070312,780.1099853515625,789.8200073242188,789.8200073242188,5413300,2016-10-31,70.79000091552734,71.62999725341797,70.75,71.16000366210938,70.21127319335938,6309700,2016-10-31,28.412500381469727,28.5575008392334,28.299999237060547,28.385000228881836,26.791818618774414,105677600
11,2016-11-01,39.608001708984375,39.70000076293945,37.62200164794922,38.15800094604492,38.15800094604492,35300000,2016-11-01,799.0,800.8400268554688,776.7100219726562,785.4099731445312,785.4099731445312,5305400,2016-11-01,71.41999816894531,71.80999755859375,68.29000091552734,69.05000305175781,68.12940216064453,11830600,2016-11-01,28.364999771118164,28.4424991607666,27.63249969482422,27.872499465942383,26.30808448791504,175303200
12,2016-11-02,38.0099983215332,38.540000915527344,37.50199890136719,37.604000091552734,37.604000091552734,21267000,2016-11-02,783.9299926757812,784.75,763.5499877929688,765.5599975585938,765.5599975585938,5026500,2016-11-02,69.58000183105469,70.5199966430664,68.63999938964844,68.76000213623047,67.84327697753906,7396200,2016-11-02,27.850000381469727,28.087499618530273,27.8075008392334,27.897499084472656,26.331680297851562,113326800
13,2016-11-03,37.79999923706055,38.29399871826172,37.40800094604492,37.48400115966797,37.48400115966797,13265000,2016-11-03,765.0499877929688,777.0,764.0,767.030029296875,767.030029296875,3872500,2016-11-03,69.08000183105469,69.13999938964844,66.63999938964844,67.95999908447266,67.05392456054688,7741600,2016-11-03,27.7450008392334,27.864999771118164,27.387500762939453,27.457500457763672,26.0494441986084,107730400
14,2016-11-04,37.79999923706055,38.69200134277344,37.19200134277344,38.11199951171875,38.11199951171875,25730000,2016-11-04,762.7899780273438,766.0,753.22998046875,755.0499877929688,755.0499877929688,5122100,2016-11-04,67.51000213623047,68.7300033569336,66.58000183105469,67.56999969482422,66.66912841796875,8219500,2016-11-04,27.13249969482422,27.5625,27.02750015258789,27.209999084472656,25.81463050842285,123348000
15,2016-11-07,38.71799850463867,38.858001708984375,38.0099983215332,38.641998291015625,38.641998291015625,19350500,2016-11-07,771.6400146484375,787.72998046875,770.9400024414062,784.9299926757812,784.9299926757812,5984400,2016-11-07,69.55000305175781,71.72000122070312,69.5,71.2699966430664,70.31979370117188,12189500,2016-11-07,27.520000457763672,27.627500534057617,27.364999771118164,27.602500915527344,26.187002182006836,130240000
16,2016-11-08,38.757999420166016,39.49800109863281,38.25199890136719,38.987998962402344,38.987998962402344,16338000,2016-11-08,784.969970703125,791.739990234375,779.0999755859375,787.75,787.75,3412600,2016-11-08,71.54000091552734,71.7699966430664,70.5,71.16000366210938,70.21127319335938,10747100,2016-11-08,27.577499389648438,27.93000030517578,27.424999237060547,27.764999389648438,26.341171264648438,97016800
17,2016-11-09,37.375999450683594,38.400001525878906,36.790000915527344,38.012001037597656,38.012001037597656,40865500,2016-11-09,764.0,777.5,760.0900268554688,771.8800048828125,771.8800048828125,8562900,2016-11-09,69.2300033569336,70.9000015258789,68.72000122070312,69.95999908447266,69.02726745605469,11413300,2016-11-09,27.469999313354492,27.829999923706055,27.012500762939453,27.719999313354492,26.298480987548828,236705600
